"features","ABCA1","ABO","ADAMTS6","AFAP1","ALDH9A1","ANAPC1","ANGPT1","ANGPT2","ANGPTL2","ANKH","ANTXR1","ARHGEF12","ATXN2","BCAS3","CAPZA1","CAV1","CAV2","CDH11","COL24A1","CTTNBP2","CYP1B1","DGKG","EFEMP1","EMCN","EMID1","ETS1","FBXO32","FER","FERMT2","FMNL2","FNDC3B","FOXC1","GAS7","GMDS","GNB1L","KALRN","KREMEN1","LMO7","LMX1B","LTBP2","ME3","MECOM","MYOC","MYOF","PARD3B","PDE7B","PKHD1","PLEKHA7","PRSS23","PTPRJ","RALGPS1","RUNX2","SPTBN1","TEK","TES","TEX41","TIMP3","TMCO1","TNS1","TRIOBP","TXNRD2","ZNF280D","NonTargeting"
"IFIT1",3.06578843806408,0.67967411249893,2.27710735680726,0,1.47344640697733,1.78717402076283,2.66609148491972,1.47168379827807,2.13953777957881,0.603807206665379,0.819864232430911,1.09172522724771,1.45388873559443,0,0,0.175996560350547,0.669831240860838,-0.0634945788808872,0,0,0,-0.555775077092192,0.95249051870339,-0.265866202808057,0,0,2.05852134155591,2.38452260859871,2.46883633546429,0,1.12379960044459,0.0653786397256077,1.87254236238715,0.977239741053841,0,0,0,0.0527843585046034,0,0,0.773006688836233,1.26843202006919,0,1.28538118960078,0.94025755598022,1.74418385367048,1.32256385342619,0.0314318414174375,1.36433309507225,0,0.44180078036086,0,1.7746267845044,1.17482049295891,0.181812234403562,0.19844313739733,1.63774685922576,1.66500943653712,1.23881279885654,1.00095863551458,1.36534871992299,2.31246297598362,0
"OAS1",3.04668704140665,0.830643963550059,2.55446228408674,0,0,1.73971195964522,2.84628362384326,0.858356456143836,1.96920539130702,0.761720673098717,0.774609668397054,1.14655093587603,1.56796055585045,0.43689268770556,0,0,0,0,0,0,0,-1.28985306414277,0.26783443008078,0,0,0,1.79562070079587,2.13251424044934,2.36359176439426,0,1.49175931192275,0,1.97865068986155,0.501095288144193,0.845329775847597,0,0,-1.07687876515864,0,0,0,1.19275531328627,0,0,0.928745784035234,1.90207783357315,1.22538858251185,0,1.07998331893704,0,0,0,1.79878718991057,1.30103363585474,0,0,1.45016375963333,1.82478404497128,1.25425206172251,0.866780030728842,1.25215280784851,1.95097170227021,0
"ISG15",2.8111626244241,0.973381814139708,2.3727669926732,0,1.48743103525813,1.6028879576409,2.41126539432504,0.700483731962493,1.75893668470285,0.348314836540598,0.545436509620243,0.942023994895741,1.31910196150607,0.394554207844603,0.450592336699145,-0.0977294914011904,0.276952441281094,0,0,-0.256528537802639,-0.0788406892785793,0,0.215748678979991,-0.191646248157562,0,-0.445645352206793,1.70183963363616,1.9383318808576,2.0971335038282,0.865823467208479,1.25721698312405,0,1.66966423528041,0.123914839499872,0.461848469256542,0,0,-0.383792168929176,0,0,0,1.05829502392132,0,0,0.734587948742769,1.87302964056221,0.856820660827526,0,1.36901226031132,0,0,-0.13088075066443,1.75497557142138,0.885056784787185,-0.0971512312425835,-0.18233930665474,1.20390789436081,1.6291290068346,1.24359631713804,0.842748167670587,1.00270120990406,2.02612078282284,0
"MX2",2.780750875258,0,2.26080232628508,0,0,1.90411753402275,2.89843389551917,0.866012417826794,2.04708486339474,0.684146523819779,0.557529268275265,0.892007626359739,1.28289557660055,0.494892035078157,0.619789898360609,-0.00247040502361569,0.574291379566367,0,0.223396050496167,0,0.510441219254557,0,0.632437075829516,0,0,0,1.84209591136936,2.14650245095602,2.22222233243206,0.798898221968257,1.23018105143698,0,1.49588734042352,0.403669203769594,0.974216482180788,0,0.478076064307064,0,0,0,0,1.42141046100581,0,0,0.952703558047293,1.8068034200536,1.33946660333096,0,1.2091443018948,0,0,0,1.74101730588776,0,0,0,1.41898251583884,1.48433351549438,0.981171615838215,0.708385929062815,1.11638041182443,1.54453341089353,0
"IFI6",2.77977968476176,1.16120703242652,1.96651223137929,0.584576194914671,1.00336293987683,1.49917006765799,1.97450807720464,0,1.33550231978261,0.179415830257751,0.725798598909145,0.747737215357621,1.46870806599254,0.232676727866622,0.812881126022655,0,-0.0392358293136248,0,-0.308451452393704,0,0,-0.716843768108489,0,-0.32938442896036,-0.503320098238569,-0.604222469804998,1.35688851680141,1.52509135059122,1.97913436014286,0.911782135073933,1.07865697213356,0.131872517148153,1.49022126988107,0,0.396161769158323,0,-0.000761681498989304,-0.228453245256352,0.102950554708406,-0.0829500768574347,-0.274356555492995,0.938866431855154,0,0.244700077392385,0.463054246219064,1.38694898436809,0.769584992997532,0,0.844891628255053,0,1.02985512887497,0,1.04870513080464,1.1409896789496,0,-0.180536778818271,1.27321756288339,1.49287707902347,1.15854677571932,0.611684782366738,1.08079860259185,1.65317873519613,0
"FYB1",2.74957399437111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRYGS",2.72284589527585,0.497920350677105,3.08342284281112,1.38009982543317,0,1.19418197426501,0,0,0,-0.145758744187968,0.395729552426302,0.888855846714781,0.176572574671635,0.272184486266287,0,-0.593314478145302,-0.0653164125415367,0,2.6824684555745,0.100418137999807,0.375495203508583,-0.54202410683238,0,-0.552981711907778,-0.351252162269505,0.290800164433634,1.35318420837977,1.30311634581818,0,1.13468096251635,-0.220297098437905,-0.473411413043359,1.95249486357492,-0.0970493233994322,-0.0336239432577987,1.81100520534272,0.865970837374449,0.658877359851169,0,-0.319730775096636,2.33272602820134,1.54105977068914,0,1.44454853316002,1.15970975700787,1.91006730126323,0.298179694799231,0,0.853315125396416,0,0,0,0.103879580492136,0.151432326805677,0.169090993302183,0.182263901592094,0.80571874818044,0.246649394159149,0.164951262941259,0.192014137582303,0.535218892100081,1.17828434738481,0
"IFI27",2.71707526600051,0.610177265329399,1.75506131456093,0,-0.303614592766679,0,2.08017197252772,0,1.09557983675948,0,0.407804569534395,0.849830474852277,1.42844199648926,0,0.834554534243454,-0.488311859310058,0.0229086390525019,-1.12644092358672,-0.888577093487835,-0.385384148509014,-0.358837967179828,-0.933013947337054,0,-0.7137432916619,-0.760306849515938,-0.961591890786057,0.688470571552466,1.60892256598298,1.63942952242124,0.216775906658393,1.02813256315113,0,1.83958004306111,-0.507510670485738,0.648593308776405,-0.321187222214629,0.906843118789977,-0.355042831573682,-0.452706090791826,-1.17116429674303,-1.1401158604838,0,-0.759679360305578,0.224080707281626,-0.0709538359764044,0.654565231538694,0,-0.639414862235599,-0.366979777667325,-1.04058018693289,0,0,1.0626250951941,0.855741166965446,-0.991670586451939,-0.471944303310971,1.13093791959679,1.23195335165839,0.93018910174336,0,1.24842190322745,1.14810687744083,0
"IFIT3",2.61890425705458,0.470140444737293,1.61204300574823,0.135687328260107,0.892213646721766,1.04983938321363,2.22737756876582,0.855176267397236,1.75553582676876,0,0.565026789194869,0,1.34278259337645,0,0,0,0.377599685804731,0.201051742168684,-0.298682921685441,0,0.120487591096316,-0.624472164157817,0.943210005555213,-0.403683551002219,0,-0.296723477429203,1.5788885782067,1.88629414913247,1.75578204147043,0,0.837853174409458,0.125049594047371,1.29272529794663,0.904811818601387,0.360129361374004,-0.220111859907001,-0.240785816453875,-0.0397012162891034,0,-0.316372975089652,0.0375530098858046,1.04208175101207,0,1.09691531562818,0.486453961030932,1.26121317738545,1.28465194378662,0.27710015226132,1.09255344476378,0,0.559505713081161,0,1.67441546693149,0.734424107936626,0,0,1.26218912536171,1.24978556500203,0.779800184291058,0.788246417953579,1.30595285244398,1.67833872536369,0
"BST2",2.51170058624565,0.997331770008064,1.76646607783318,-0.425911179395539,0,1.36629878895879,2.19020001989628,0,1.47710807384808,-0.407006076579622,0,0.920739344903055,0.831126173929846,0,0,0,0,0,0,-1.09778074306774,0,-1.67623853197494,0,-1.79863218924841,-0.507009206125343,-1.03316424050749,1.32117760987821,2.04989474054307,2.02260007140021,0,0,0,0,0,0,0,0,0,-0.883340445121689,0,0,0.16758832299591,0,0,0,1.3746837773085,0,0,0.146953477191911,0,0,0,1.7192675751937,0,0,-0.785852600219633,0,0.933339381682688,0,0,0,1.24424760976316,0
"IFIH1",2.44471941284269,0,1.78415422608125,0,0,1.50807275008696,2.31477324027084,0.72981073954968,1.65435281349978,1.10146099198869,0.591225627446016,0,1.50957217344128,0,0,0,0.407272109299466,0,0,0,0,0,0.438176566975918,0,0,-0.247751871330564,1.18760561232788,1.88875874457502,1.78799815361864,0,0,0,1.47238910019428,0.73141462525227,0,0,0,0,0,-0.266367549497911,-0.405704231106801,0,0,0,0.723578785838166,1.42877786897367,1.12664364345093,0,0,0,0,0,1.33685036093051,0,0,0,1.24720730477916,1.385453463423,0,0.530427232538317,1.44145169900878,1.76362176885674,0
"OAS2",2.43741561171755,0.786241877658181,1.83112460155588,0,0,1.54116353655538,2.01728024479903,0.494781831024526,1.87039528170675,0,0.591401791441703,1.01045494506289,1.41134463337598,0,0,-0.140565288592506,0.274113552468974,0,0,0,0,0,0.273642837256834,0,0,0,1.72332995831453,1.97854220358863,2.07104145619107,0,1.12495149662801,0,1.33531742409882,0.202906904065047,0,0.137825473068235,0.544471299108627,0,0,0,0.0249203070011608,1.30931078596987,0,0.9215631960931,0.625042614893323,1.52456756081263,1.05598650508153,0,0.996782276556024,-0.273077771087464,0,0,1.78044186608101,1.08384365947016,0,0,1.27262725446183,1.50844462663004,0.968883966243864,0.677645888174337,1.0548909259572,1.56550608521827,0
"IFITM1",2.39139724913968,0.442249617787994,2.22301669841773,0,0,0,1.78101215153862,0,1.09246368642311,0,0,0,1.04654473122761,0,0,0,0,0,0,-0.898237944771302,0,0,0,-0.604241878717575,-0.77389311532636,0,0.985883531814272,0.994058421540734,1.82938978481557,-0.585310062707199,1.08859299632567,0,0,0,0,-0.30610141116241,0,-1.31772180204674,0,-0.547868703990513,0,0.756814203746293,0,0,0,1.38424882372866,0.52321439407097,0,0,0,0,0,0,0,0,0,0.687079184217078,1.36766102888766,0.886982178095376,0,0.885864888998236,0.941684839742732,0
"USP18",2.37255777943048,0.841062201209527,1.78015229552376,0,0,0,2.14651758107888,0,1.62149798318325,0.572572963009883,0,0,1.19190976398003,0.235054255680542,0,0,0.261365532796389,0,0,0,0,0,0.462721619057664,-0.0987235570845642,0,0.0126618343440938,1.79792298555108,1.9275698975565,1.68295638886501,0,0,-0.0669349921534897,1.50405021975305,0.241687348012989,0,0,0,-0.0701305753722443,0,0,0,1.0643974789038,0,0.916783184401268,0.820016756401698,1.53975784081541,1.01847916093941,0,1.06895096519064,0,1.09260999066034,0,1.37403066882935,0.918381886244675,0,0.322011433090428,1.23692424303359,1.26566224161094,0.912092341300077,0.744419137507539,0.954153429053234,1.75120759848305,0
"HERC5",2.35920936417247,-0.424043554643961,1.39312917241451,0.0195116005156482,0,0.512532398277658,0,1.71479301324108,1.72967879241012,0,0.950971967470509,0,0,0.134305723679977,0,-0.0714306600475257,0,0,-0.657392603164655,0,-0.000741364374427788,0,0,-1.02122764978594,0,0,1.59782494620941,2.17002794194706,2.07691119127804,0.802480544180263,0,-0.476989083918078,0,1.2440211771133,0,-0.514500560419359,0,0,0.17840900641999,0,0.750758510528949,0.841488286704523,0,0,0.799121532090348,1.4046683649676,0,0.757644896114189,0,0,0.779063879749095,0,0.935831338267214,-0.0480655540442988,0,0,0.772537364260824,0.909647989559239,0,0,1.132951716034,1.80670271107475,0
"RTP4",2.35161000845121,0,1.7161358026526,0,0,0,1.86618318128097,0.28122068055981,1.26168312724939,0,0,0,0.881253303525746,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42380383318935,1.22796483089422,0,0,0,0,0,0,0,0,0,0,0,0,0.264147167200869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487341308502871,0,0,0,0,1.21387396071964,0
"CCDC33",2.33924862244159,0,0,1.62103923553103,0,0,0,0.974116028989057,1.68263851662295,1.05087743929306,0,1.57057416854804,1.56137700877086,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09534310848369,1.72703691018379,1.79391604371336,0,0,0,1.22455039804322,0,1.47566252152258,0,0,0,0,0,1.68075708629847,1.6840240212237,0,0,1.59047372598575,0,0,1.12374258669038,1.39297523922031,0,0,0,0,0,0,0,1.69423263629913,0,1.08927522700048,0,0,1.38074960966803,0
"KCNK3",2.33285991728488,0,0,0,0,0,0,0,2.12255464176481,0,1.40043134519156,2.29891258536155,1.63541168640468,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76442493974042,2.57085254441723,2.6141769499679,2.62707263396042,0,0,1.87488630285545,0,1.34897958264816,0,0,0,2.17167739706544,0,2.43909024340981,2.06771426664976,0,2.23582805809338,2.24644516546741,1.90857552671103,0,0,2.31576097661019,0,0,0,0,0,0,0,0,0,0,0,0,1.88669560514508,0
"C3orf80",2.31859495122325,0,0,1.27595061381475,0,0,0,0,1.44576619168836,0,0,0,1.51248965682358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16311368654425,2.27128923644489,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89905605970946,0,0,0,0,0,1.94008332796952,0,0,0,0,0,0,0,2.00413230658245,0,0,0,0,2.33822375797218,0
"KIT",-2.30931969468246,-1.0188135748814,0,0,0,0,0,-0.958245254135579,-1.64965337339032,0,-1.45820773235849,-1.86874710329648,-1.09680931091478,0,-2.07694833842445,-1.21278650929307,0,0,-2.87274903385397,0,0,0,0,0,0,0,-2.07987469853711,0,-2.38637275285487,-4.25417814049,-1.88283785147756,0,0,0.556141752484373,-1.10055495137679,0,0,-1.3085179747169,0,0,0,-1.92640916701357,0,0,-2.20978402113154,-2.20661674205286,-0.991143734656203,0,-2.01331723223674,0,0,0,0,0,0,0,-1.54298322835393,-1.30570844113008,-1.26454982456244,-1.53659433739865,-0.892301831275373,-2.43613445603668,0
"PTPRE",2.28839471344755,0.291738156521916,0,0,1.61032280833491,2.60270962422503,0,0,0,0,1.23791037983251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191533174194957,0,1.4448574550833,0,0,2.04830029037764,0,0,0,0,0,0,0,0,0,0,1.32023080056955,0,0,0,1.58279329019067,0,0,0,0,0,0,0,0,0,0.389157690382463,0,0,0,0,0,0,0
"LDLRAD4",2.26414716720087,0,2.00701819343951,0,0,0,0,0,1.92032450241312,0,1.1189441763327,0,1.3454130176903,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67784945579589,2.10650131840856,2.42508338541593,0,0,0,2.22344952424628,0,0,0.542440336054085,1.40727210929947,0,1.45107859394887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07823765832423,0
"MGARP",-2.25907198380739,-0.834790440014493,-1.45625032864732,-1.48963898891588,-2.28291872576176,-1.34597089629706,-1.88082028219041,-0.91368491609604,-1.57078498457549,-0.533524749262857,-1.25248306399323,-1.73037770273298,-1.07272220783233,-1.02590810755574,-1.34272812099706,-0.636305754859873,0,0,-1.20891814431798,-0.433082819543028,0,0,0,0,0,0,-2.15300940316733,-2.12645598412601,-2.37204461623474,-2.21878838834204,-1.41991965586756,-0.433966075521051,-1.70694500826786,0,-1.24887715240122,-1.04810419357542,-1.15794113037342,-1.49412740860553,-1.84995931848565,-0.256288885879145,-2.09027364781936,-1.99234837023959,-0.514610707835969,-1.60576252683086,-2.05025796897148,-1.84819886062122,-1.07559375251425,-1.23539035567917,-1.98025253303503,0,0,-0.404597282350011,-0.182734795610008,0,0,-0.526803920214288,-1.55045101533515,-1.12712405315433,-1.07089798849775,-0.873986589132103,-0.580772685670264,-2.01988431992797,0
"OAS3",2.24070725205791,0.862878090415488,1.71657669349907,0,0,0.88183704113553,2.10598616897931,0,1.43877411803004,0,0.476727047476343,1.01061412036993,1.17665007433811,0.235736109907646,0,0.131062203851217,0,0,0,0,0,0,0.301835101316107,0,0,0,1.51551278160314,1.6766522410121,1.59674488056849,0.835198180323917,1.05358654649776,0,1.3548103054631,-0.0113753411399182,0,0,0,0,0,0,0,1.09264611754896,0,0.611548546107279,0.599728264361552,1.48898119885401,1.01023610515988,-0.376897227264639,0.980988081819076,0,0.851522127289733,0,1.62576339858991,0.798533295325558,0,0,1.11152422819678,1.38504089513303,1.02173360104803,0.510050829933194,0.920890800705671,1.5825898466009,0
"SLC16A6",2.2394851129666,0,1.31536176104782,0,0,3.25478632080473,0,0,1.91700509907153,0.439817128663429,0,2.47953620079955,1.61979294279781,0,0,0,0,0,1.46673195470606,0,-0.573529151149482,0,0,0,0,0,0,2.43278462278272,3.12303323714748,2.10198158921666,2.42269580515914,0,0,0,0.567548784644617,0,0,0,0,0,0,1.52782621997792,0,0,1.68071213622631,2.44451391536483,0,0,2.16042655184441,0,0,0,0,0,0,0,1.60469825914103,0,0,0,0,0,0
"ALDH1A1",-2.23275915685509,-1.05387710587488,-1.84228491061606,0,0,-0.744907991082913,0,0,-1.01366542694894,-0.399041155643652,-0.766724673325397,-0.660507707883489,-0.875858863752237,-0.758220645827586,-1.05629654174774,0,0,0,0,0,0,0,0,0,0,-0.240669773197932,-1.59588984554078,-1.32422392866293,-1.19579595473584,-2.4482651926063,-1.13137268761624,0,0,0,-0.988833573969002,-0.736317040049208,-0.569377403423154,-1.08756752755436,-1.21560443581602,0,-1.61561625038479,-1.13986154399681,0,0,-1.78719971279935,-1.34282287808866,0,0,-2.26185206837542,0,0,0,0,0,0,-0.283396769685184,-1.36996725825509,0,-1.14129605128703,-0.919063295664828,0,-1.88587638362117,0
"RNF128",2.21439413200377,0,1.8458764777466,1.96821640051014,2.51078713478399,2.29785504269661,2.18147950953103,0,2.20216231580347,0,1.31006016558835,1.85723754880543,1.31563954963843,0,2.1092863898399,0,0,0,1.82182691352862,0,0,0,0,0,0,0,2.01920808063216,2.46870419703766,2.3406246722201,2.45345395971804,0,0,1.82784255491633,0,0,0,0,0,2.09199750064404,0,1.88703215106578,2.14708189825295,0,2.2055017050992,2.40941011440891,1.90161547421022,0,0,2.16042655184441,0,0,0,0,0,0,0,1.29399741967692,0,1.04098383207426,1.0789413478186,0,2.12978888517825,0
"CCL3L1",2.2052534781473,0,1.29111421480114,0,2.22762129117575,0,2.5527166651418,0,1.5684389105125,0,1.3811195794374,0,0,0,1.5344863736579,0,0,0,1.72219755543981,0,0,0,0,0,0.705518814293175,0.703338528188489,1.76142755544383,0,2.71691505555716,1.65271245511852,0,0,0,0,0,0,0,0,2.12520022658126,0,0,1.3062515897767,0,0,1.49065569700955,1.99666685633588,0,0,2.3866133746519,0,0,0,0,0,0,0,1.35444703800553,0,0,0,0,2.56039335205652,0
"ADGRG1",2.20377454922139,0.746144208850054,0,0,2.6997320438838,0,2.26583551735364,0,1.38539357370888,0,1.18981609163147,1.59079767233063,0,1.22580085555139,0,0,0,0,0,0,0,0,0,0,0.384690334581675,0,0,0,2.17223615030135,1.91015182355417,0,0,0,0,0,0.929680820898317,0,0,0,0,0,1.65460614919092,0,1.24760522586973,0,1.62489681096121,0,0,0,0,0,0,0,0,0,0,0.928162833551948,0.992372911802915,0,0,0,1.6533602750849,0
"LGALS9",2.19121564474702,0,2.08778605509161,0,0,1.26521622619079,2.65687921709583,1.07191671637467,1.28186100918702,0,0,0,1.26671564954512,0,0,0,0,0,0,0,-0.560525302099587,0,0,0,0,0,1.28870348964907,1.37938724611011,2.23701933436014,1.14682152538856,1.48574033670863,0,1.38386072268941,0,0.844765230725586,0,0,0,0,0,0,0.672036563071204,0,0,0.928181238913224,1.68342100454832,0,0,0,0,0,0,0.978516619614414,0,0,0,0.750375714336665,1.0212906433047,0.933956977417382,0,0.298130848663529,0.927390504423223,0
"TSPAN15",2.17103776280939,0.967930328416331,1.6130423096885,0,0,1.77110715592075,2.32715696472667,0,1.52471753308318,0.585494583859064,1.57931230590252,1.65646458997963,1.40119601239649,0,0,0,0.255269015854416,0,0,0,0,0,0,0,0,0,2.21167974730673,2.17549741100009,1.71691505555716,2.78199547206349,2.02405274413096,0,1.85804279269203,0,0,0.972892887719616,0,0,2.76123691189669,0,2.47471415314053,1.931571828114,0,2.04083903968269,1.75600026353054,1.91723238884148,0,1.63360363217082,1.88687871079777,0,0,0,0,0,0,0.886678818369747,1.936242259648,0.771107155920752,0,0,0,1.75520952904054,0
"MMP1",2.16910178339322,0,1.96334765098201,1.31614940154715,1.55224914568861,2.19380361531591,2.15967109694204,1.37298676315933,1.86922209751668,0.40792723479142,1.28928126900942,1.63332075633593,1.41088734526922,1.4596066652805,0,0.283039840742288,0.0460348408545037,0,0,0,0,-0.386429357098961,0,-0.00499613804680224,-0.0441703703643897,-0.269582373030232,1.88088879128343,1.88695215697868,2.59040064894076,1.97333886167089,0,0.270233371250958,1.61573300485324,0,0.889963296262451,0.916655523899737,1.03684984822365,1.20969933238266,0.872508420215355,0.030049697201835,0.965617824606837,1.28278273154038,0,1.20076947665863,1.5218045223232,2.01241203608578,0.813007408466693,1.19857228967192,1.83110087717477,-0.558648744426766,0,-1.56470046006211,0,0.0302917601287265,0,0.0649488460486213,1.23174808105943,1.32296403861892,0.982888895603527,0.62370061594952,0.238157892532035,1.51726025212797,0
"AQP3",2.16105367423676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813702982469496,0,0,0,0,0,1.92839291744649,1.73255391515136,0,0,0,0,0,1.04335863156701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699749641266697,0,0,0,0,0,0
"GPR68",2.13797006112372,0.94645060100588,1.88630584783918,1.94332263027018,0,1.8200167564017,2.14129041941534,1.05589892818469,1.89026092878198,0,1.37926865877588,1.768736251458,1.20363905656213,1.40100446695752,1.6385375283313,0,0,0,0,0,0,0,0,0,0,0,1.72307400946898,1.99844797512439,2.00153845587238,1.33167244584916,0,0,0.804141587589204,0,0,0.916366213209964,1.39298788329322,1.22459114955028,1.70162205559947,0.184640494554381,0,1.83870746746678,0,1.60816387928778,1.84555184850884,1.69139416292484,1.09066434634537,0,1.02409672940638,0,0,0,0,0,0,0.686635171243111,1.97985756045943,1.25777433218063,1.03589854291448,1.00015205343993,0,1.41180170674273,0
"PTHLH",2.109926248506,0,2.04788829004752,2.10236437025295,1.93304848642192,2.58887186105629,1.67894720535813,1.14129041941534,1.50359575010848,1.20727199096609,0.746025319859121,1.36368284075178,1.17516834793866,0,0.864250307959362,0.898337138533059,0,0,1.1215609489894,1.3655811239742,0,0,0,0,0.562438453203507,1.19526804047416,1.8613239478467,2.3629622498368,2.65075031352748,2.28097178984223,1.38028888979362,0,1.77205660974962,0.0273136649916906,1.42560619572818,1.00835463311128,0.903108719547638,0.983177918751044,1.85333425378375,0,1.72314700926867,1.32745465292863,0,0,1.86234549507872,1.84772087968169,1.11997991316992,0.802789737289224,0,0,0,0,0,0,1.18086215531695,0.414389491892308,1.82487483695026,0.994449031086064,1.26161132254253,0.989566809706318,0,2.07888613346309,0
"XAF1",2.10832236280341,0.76594411774172,1.61761503947832,0,0,1.22009198712293,1.89736483652925,0,1.35479253164087,0.383860722689413,0.495945124012907,0.605184085035936,1.18673985098381,0,0,0,0,0,0,0,0,-0.550061425897798,0,-0.269884089631437,-0.236546416622684,0,1.39748739519558,1.48115145077167,1.50420518761805,0,0.651634878789906,0,1.30329490501788,0,0,0,0,0,0,0,0,0.985054158384768,0,0,0.544255086393604,1.26731444627955,0.880003675867808,0,0.68790517684496,0,0,0,1.37595018061945,1.18689664637684,0,0,1.13064779545483,1.38766788448844,0.95661529339001,0.584960781506822,0.820286832756271,1.44886532937164,0
"MYOZ1",2.09422216575856,0,0,0,0,0,0,0,1.914880363723,0,0,0,1.11408747158384,0,0,0,0,0,0,0,0,0,0,0,0,-0.265673779327827,2.47205900179657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34107114385141,0,0,0,0,0,0,2.41997197159833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HERC6",2.09131057033865,0.701311585233499,1.91518575256141,0,0,1.49639094503932,1.57941153180722,0,1.47741181830482,0,0,0,1.1490126973414,0,0,0,0,0,0,0,-0.230044912895672,-0.7294706766835,0,-0.624092061609869,0,-0.728016993385027,1.33467794271637,1.4887814114782,1.70558863788436,0,0.976747029352605,0,1.26530294137916,0,0.583458364869922,0,0,0,0,0,0,0.87316840445231,0,0,0,1.35145958512887,0.844872675035554,0,0,0,0,0,1.18405151730484,0,0,0,1.10906235923415,1.43923387375896,1.09618771333516,0,0.624926191059589,1.27873598614845,0
"IRF7",2.09112527515778,0.670100459513563,1.37911930995796,0,1.50369873448515,0,1.84139414523083,0.281306313148699,1.42947885454305,0.313762524864766,0,0.664552745512463,1.00695689697475,0,0,0,0,0,0,0,0,0,0.102819298202963,-0.187917133268939,0,0,1.17602486283465,1.50815838267585,1.40145734422191,0,0,0,1.19685599134939,0.0696137804694601,0,0,0,0,0,0,0,1.02397826261226,0,0,0.928414147666345,1.30669163156861,0,-0.341857691515755,1.26859265637481,-0.410144621765138,0,0,1.34878320593818,0,0,0,1.05737773084096,1.49131501002931,0.767686778146474,0,0.749557996510809,1.83357090486012,0
"RASL11B",2.04175474586442,0,2.50083280610248,0,0,0,0,0,1.77942357915783,0,1.57799337083498,1.81936232452797,0.946142834269769,1.88975165241937,0,0,0,0,0,1.0184336716298,0,0,0,0,0,0,2.4087032657597,1.85029418407986,2.28662978257937,0,0,0,0,0,0,0,0,0,0,0,0,2.06621130262083,0,0,1.57424982669144,1.94092430440889,0,0,0,0,0,0,0,0,0,0.657090895629096,1.99364686534903,0,0,0,0,0,0
"PKIB",2.0259874300061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372615965521791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438889184940957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955280082706191,0,0,0,0
"F2RL1",1.98992234993251,0,1.99116911897511,2.20544337883608,1.544759392976,2.16617810628079,1.41216364199019,1.55793478172373,1.58621426520336,0.803179219296133,1.41366830178808,1.47423770166959,1.71071049999847,1.52825301388665,1.48935517686069,0.9253502347696,0,0,0.868497557640109,0,0,0,0,0,0,0,2.11007710500121,2.01412173852245,2.08581564517765,1.83677970240499,1.6239434863795,0,1.66543174097733,0,1.43655092333707,0.896747034444283,1.08158769267456,1.37966737302577,1.5138685103478,-0.222558187983398,1.40718023447594,1.86524237791775,0,1.57711368263525,1.72260405771455,1.63444672268914,1.37783938124933,1.33717302052103,1.4159853529426,0,0,0,0,0,0,0.692034942532759,2.0787205508959,1.50210576730299,1.10304318841792,0.563595191303348,0.358760484249653,1.68504583378034,0
"C11orf96",1.98576678798626,0,0,0.671119581022089,0,2.22290320520971,0,0,0,0.370770723248969,0.125841959068764,0.887681788304074,0,0.295451287118878,0.120858444633723,0.259281935022155,0.632586849184101,0.268979075757687,0,0.257483436919858,0,0,0,0,1.26169568820677,0,0,0,0,0.201016485260829,0,0,0,0.935555342032495,0,0.272080813132815,-0.16287439429225,0,0,0,-0.545070498873925,0.538933414113335,0.341293280573577,0,0,0.0527388814028345,0.410011051381734,0,0,-0.878578112656171,0,0,-0.147860666155142,0.490368232073948,0,0,0,0.340008090670173,0.122375525171362,0.265907011504863,-0.0602890284761935,0.450326130784881,0
